"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CYP27C1",53.2606453494197,-1.73956453909015,0.221594254344197,-7.85022402425708,4.1529476876436e-15,1.40882430600306e-12
"SLIT1",86.1729531615372,-1.81765164520164,0.213185869429981,-8.52613566772368,1.51317782881052e-17,9.22376460274312e-15
"PRR27",1.63642624211597,-2.2095758290771,0.577418384986768,-3.82664613134501,0.000129901046767957,0.00117091026721616
"AMTN",11.0168938575115,-2.41434583965043,0.403927174802539,-5.9771810124701,2.27031891144876e-09,1.35635040388115e-07
"LIN28B",2.31714651662236,-3.94370959735288,0.739688777068685,-5.33157960430523,9.73621243267388e-08,3.03597298945381e-06
"DNER",54.8810516796973,-2.08842701129937,0.275365524768812,-7.58419926769245,3.345466655606e-14,9.19108064566909e-12
"FZD9",40.1908040576279,-2.31361047792769,0.231320856233339,-10.0017374810073,1.49746312831163e-23,3.1401235602242e-20
"KRT77",12.8385143876909,2.40855957441927,0.461424608981731,5.21983337588878,1.79084177454892e-07,5.01898845608494e-06
"HRCT1",216.696928310491,-1.83567096771703,0.238976116351823,-7.68139927847242,1.57360177827726e-14,4.61574079504907e-12
"SULT1C3",9.06682406386811,-2.35293758695214,0.868870212257928,-2.70804264406484,0.00676813252876578,0.0281731099244783
"MMP1",1200.7347083705,-2.73704566379172,0.27123560229737,-10.0910265489077,6.05331270194924e-24,1.47594896955277e-20
"S100A2",558.555971801225,-1.61962344173389,0.23864093417519,-6.78686348313108,1.14597550196205e-11,1.57418296769519e-09
"SLC6A17",92.82166630419,-1.94936070801435,0.205102777932183,-9.5043115830391,2.01375530196329e-21,3.02156237846892e-18
"MAGEA6",12.4418146187269,-3.89943410597157,1.00499600528751,-3.88004935885892,0.000104435269377018,0.000983400610411829
"CYP2F1",3.57276512924096,-1.54982855592181,0.324429661085436,-4.77708650539714,1.77853275363315e-06,3.35837946683139e-05
"CYP2A7",95.6925003742322,-2.03940480991131,0.353517653444501,-5.76889100173741,7.97948915459400e-09,3.78245238030402e-07
"PPP1R14C",312.530624415188,-2.00083848808079,0.241318996722295,-8.2912597651121,1.12055263487178e-16,5.98835608104354e-14
"SMOC1",292.98050219762,-1.64940766366014,0.224860127038718,-7.33526074801215,2.21290224417983e-13,5.16944564969721e-11
"MIR126",2.70243352350097,1.70932878977624,0.250506256418459,6.82349740168121,8.88503487933445e-12,1.29336933101715e-09
"SNORA73B",144.454577746173,-3.20919045340413,0.260692143317439,-12.3102691648684,7.97567525208706e-35,3.457189365938e-31
"SNORA74A",6.51482114725048,-3.30037721093236,0.414752805912377,-7.95745601689701,1.75612517070997e-15,6.7831638772017e-13
"SNORA23",4.5311163128242,-1.70978296192154,0.266580282256208,-6.41376379172064,1.41970123764051e-10,1.27878247879693e-08
"STUM",692.556990077456,1.61415707906107,0.246741481911567,6.54189586021692,6.07437978920069e-11,6.27507549029546e-09
"LINC02487",42.4321892311693,-3.74466710984682,0.276809665446365,-13.5279492636517,1.06966161344792e-41,8.34592777276606e-38
"TEDDM1",9.42577174356338,1.53874528668384,0.205319416335077,7.49439733538225,6.66036759746265e-14,1.75563689670414e-11
"CHIAP2",0.800667886659367,1.72556127320881,0.638499682643743,2.70252487215659,0.00688150356824849,0.0284990676437909
"CT83",15.2615077500993,-6.02718112024227,0.990741653139163,-6.08350431330424,1.17583752982906e-09,7.74861042461e-08
"MUC21",4.38730731638962,-1.98394571369797,0.370354703033808,-5.356880032699,8.46712991201384e-08,2.71868042903279e-06
"TRIM15",2.74654695051795,-1.83300148078649,0.358157247297723,-5.1178679047161,3.09008892756287e-07,7.88427398574772e-06
"SPDYC",85.6595532239089,-3.05481042766011,0.427218595931823,-7.1504622147759,8.64861869905567e-13,1.73917480766783e-10
"AARD",2457.53130451547,-1.56434408679884,0.209509964662326,-7.46668106846439,8.22427777850467e-14,2.15332566909412e-11
"OR52E6",0.63336286867567,-2.00504586748244,0.767712703671383,-2.61171380634167,0.00900896358111903,0.0353436934057337
"KRT81",1518.47970525605,-2.26678575270699,0.286849359898435,-7.90235597356602,2.73680484365467e-15,9.88594727413483e-13
"C18orf63",0.819915926590812,-1.53962082073849,0.402158989630183,-3.82838842457381,0.000128985081113959,0.00116399860847045
"RNU6-1042P",0.555997676231086,-2.01117341697493,0.785111957563233,-2.5616390090619,0.0104179540750401,0.0395163076689805
"RNU6-140P",0.808188525832979,-2.92108719686038,1.03314059808951,-2.82738593591431,0.00469297309426726,0.0211631333202583
