"","gene_id","gene_name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"22049","ENSG00000259891.1","AC107375.1",202.7419,-0.1399134,0.09707617,-1.441275,0.1495071,0.2926528
"22050","ENSG00000259892.1","AC027139.1",0.04767732,-0.1729164,2.413245,-0.07165306,0.942878,NA
"22051","ENSG00000259895.1","AC106820.2",8.729465,0.05538077,0.1843624,0.3003908,0.7638791,0.8612724
"22052","ENSG00000259897.2","FRG2JP",0.2459413,-0.1743213,0.6124191,-0.2846437,0.7759171,NA
"22053","ENSG00000259899.1","AC010333.2",2.234837,0.5103551,0.2343346,2.17789,0.02941421,0.08731603
"22054","ENSG00000259904.1","ACTG1P15",5.922713,0.222793,0.1395988,1.595952,0.1104995,0.2348318
"22055","ENSG00000259907.1","AC004817.2",0.6203878,-0.1133124,0.3749752,-0.3021864,0.7625099,0.8605867
"22056","ENSG00000259909.1","AC100827.1",0.05633397,-0.1704464,1.325268,-0.1286128,0.8976641,NA
"22057","ENSG00000259910.1","AC120498.1",2.075526,-1.198308,0.5395711,-2.220853,0.02636089,0.08031169
"22058","ENSG00000259914.1","AC009063.1",0.2910766,-0.0003759892,0.507543,-0.0007408027,0.9994089,NA
"22059","ENSG00000259915.2","AC017071.1",10.58752,-0.0498839,0.1456993,-0.3423758,0.7320681,0.8398847
"22060","ENSG00000259916.1","AL845331.2",5.614046,0.4614938,0.2542395,1.815193,0.06949424,0.1671735
"22061","ENSG00000259917.1","HNRNPLP2",31.2503,-0.04551246,0.07707963,-0.5904603,0.5548821,0.7082024
"22062","ENSG00000259918.1","NDUFA5P11",3.01097,-0.1034116,0.2305747,-0.4484948,0.6537962,0.7853167
"22063","ENSG00000259920.1","AC007938.1",10.81669,0.3269617,0.1490759,2.193258,0.02828883,0.08464517
"22064","ENSG00000259921.1","AC022819.1",6.11169,0.2404707,0.1552348,1.549077,0.1213631,0.2515738
"22065","ENSG00000259922.1","AC023825.1",0.759152,0.1127459,0.3840324,0.2935842,0.7690756,0.864944
"22066","ENSG00000259923.1","AC026461.2",0.04124451,-0.1071506,1.868295,-0.05735207,0.9542647,NA
"22067","ENSG00000259924.1","AC011939.1",3.083021,0.1422617,0.2187935,0.65021,0.5155566,0.6766654
"22068","ENSG00000259925.1","AC130456.2",15.7544,0.3836432,0.2979082,1.28779,0.197819,0.3572875
"22069","ENSG00000259926.1","AC007342.1",1.187393,-0.3598548,0.3499105,-1.028419,0.3037526,0.4806068
"22070","ENSG00000259928.1","AC011840.2",1.365188,0.7971595,0.2697583,2.955088,0.003125799,0.01537557
"22071","ENSG00000259931.2","AC105036.1",0.6939239,-0.2983925,0.305309,-0.9773459,0.3283979,0.5061811
"22072","ENSG00000259932.1","AC051619.7",6.299937,0.2488308,0.1203199,2.068076,0.03863286,0.107535
"22073","ENSG00000259935.1","AC009754.1",10.12077,0.5924052,0.1553441,3.813504,0.0001370101,0.001222326
"22074","ENSG00000259937.2","AC023158.1",0.5797478,0.8708211,0.6736023,1.292782,0.1960864,0.3550084
"22075","ENSG00000259940.2","AC109449.1",42.33953,0.2746456,0.1245854,2.204475,0.02749093,0.0828999
